"","Site","Date","day_of_year","year","Tidal.elevation","quadrat.number","quad.distance","size","treatment"
"1444","Cove Apts","7/17/18",198,"2018","1.5",9,"",28,"control"
"1445","Cove Apts","7/17/18",198,"2018","1.5",9,"",9,"control"
"1446","Cove Apts","7/17/18",198,"2018","1.5",9,"",11,"control"
"1447","Cove Apts","7/17/18",198,"2018","1.5",9,"",9,"control"
"1448","Cove Apts","7/17/18",198,"2018","1.5",9,"",12,"control"
"1449","Cove Apts","7/17/18",198,"2018","1.5",9,"",10,"control"
"1450","Cove Apts","7/17/18",198,"2018","1.5",9,"",8,"control"
"1451","Cove Apts","7/17/18",198,"2018","1.5",9,"",20,"control"
"1452","Cove Apts","7/17/18",198,"2018","1.5",10,"",22,"control"
"1453","Cove Apts","7/17/18",198,"2018","1.5",10,"",8,"control"
"1454","Cove Apts","7/17/18",198,"2018","1.5",10,"",8,"control"
"1455","Cove Apts","7/17/18",198,"2018","1.5",10,"",11,"control"
"1456","Cove Apts","7/17/18",198,"2018","1.5",10,"",11,"control"
"1457","Cove Apts","7/17/18",198,"2018","1.5",10,"",13,"control"
"1458","Cove Apts","7/17/18",198,"2018","1.5",10,"",8,"control"
"1459","Cove Apts","7/17/18",198,"2018","1.5",10,"",7,"control"
"1460","Cove Apts","7/17/18",198,"2018","1.5",10,"",11,"control"
"1461","Cove Apts","7/17/18",198,"2018","1.5",10,"",9,"control"
"1462","Cove Apts","7/17/18",198,"2018","2.5",1,"",13,"control"
"1463","Cove Apts","7/17/18",198,"2018","2.5",1,"",17,"control"
"1464","Cove Apts","7/17/18",198,"2018","2.5",1,"",14,"control"
"1465","Cove Apts","7/17/18",198,"2018","2.5",1,"",14,"control"
"1466","Cove Apts","7/17/18",198,"2018","2.5",1,"",13,"control"
"1467","Cove Apts","7/17/18",198,"2018","2.5",1,"",14,"control"
"1468","Cove Apts","7/17/18",198,"2018","2.5",1,"",8,"control"
"1469","Cove Apts","7/17/18",198,"2018","2.5",1,"",15,"control"
"1470","Cove Apts","7/17/18",198,"2018","2.5",2,"",9,"control"
"1471","Cove Apts","7/17/18",198,"2018","2.5",2,"",13,"control"
"1472","Cove Apts","7/17/18",198,"2018","2.5",2,"",14,"control"
"1473","Cove Apts","7/17/18",198,"2018","2.5",2,"",17,"control"
"1474","Cove Apts","7/17/18",198,"2018","2.5",2,"",13,"control"
"1475","Cove Apts","7/17/18",198,"2018","2.5",3,"",27,"control"
"1476","Cove Apts","7/17/18",198,"2018","2.5",4,"",17,"control"
"1477","Cove Apts","7/17/18",198,"2018","2.5",4,"",9,"control"
"1478","Hilarita","7/26/18",207,"2018","1.5",2,"",11,"control"
"1479","Hilarita","7/26/18",207,"2018","1.5",3,"",12,"control"
"1480","Hilarita","7/26/18",207,"2018","1.5",3,"",23,"control"
"1481","Hilarita","7/26/18",207,"2018","1.5",3,"",19,"control"
"1482","Hilarita","7/26/18",207,"2018","1.5",3,"",25,"control"
"1483","Hilarita","7/26/18",207,"2018","1.5",3,"",12,"control"
"1484","Hilarita","7/26/18",207,"2018","1.5",3,"",20,"control"
"1485","Hilarita","7/26/18",207,"2018","1.5",3,"",18,"control"
"1486","Hilarita","7/26/18",207,"2018","1.5",5,"",25,"control"
"1487","Hilarita","7/26/18",207,"2018","1.5",5,"",21,"control"
"1488","Hilarita","7/26/18",207,"2018","1.5",6,"",8,"control"
"1489","Hilarita","7/26/18",207,"2018","1.5",6,"",27,"control"
"1490","Hilarita","7/26/18",207,"2018","1.5",6,"",14,"control"
"1491","Hilarita","7/26/18",207,"2018","1.5",6,"",12,"control"
"1492","Hilarita","7/26/18",207,"2018","1.5",6,"",13,"control"
"1493","Hilarita","7/26/18",207,"2018","1.5",6,"",11,"control"
"1494","Hilarita","7/26/18",207,"2018","1.5",6,"",20,"control"
"1495","Hilarita","7/26/18",207,"2018","1.5",6,"",10,"control"
"1496","Hilarita","7/26/18",207,"2018","1.5",7,"",23,"control"
"1497","Hilarita","7/26/18",207,"2018","1.5",7,"",11,"control"
"1498","Hilarita","7/26/18",207,"2018","1.5",7,"",6,"control"
"1499","Hilarita","7/26/18",207,"2018","1.5",8,"",22,"control"
"1500","Hilarita","7/26/18",207,"2018","1.5",8,"",22,"control"
"1501","Hilarita","7/26/18",207,"2018","1.5",10,"",7,"control"
"1502","Hilarita","7/26/18",207,"2018","1.5",10,"",9,"control"
"1503","Hilarita","7/26/18",207,"2018","1.5",10,"",10,"control"
"1504","Hilarita","7/26/18",207,"2018","1.5",10,"",6,"control"
"1505","Lanis Beach","7/17/18",198,"2018","1.5",1,"",24,"eradication"
"1506","Lanis Beach","7/17/18",198,"2018","1.5",1,"",21,"eradication"
"1507","Lanis Beach","7/17/18",198,"2018","1.5",1,"",17,"eradication"
"1508","Lanis Beach","7/17/18",198,"2018","1.5",1,"",19,"eradication"
"1509","Lanis Beach","7/17/18",198,"2018","1.5",1,"",11,"eradication"
"1510","Lanis Beach","7/17/18",198,"2018","1.5",1,"",19,"eradication"
"1511","Lanis Beach","7/17/18",198,"2018","1.5",3,"",16,"eradication"
"1512","Lanis Beach","7/17/18",198,"2018","1.5",3,"",12,"eradication"
"1513","Lanis Beach","7/17/18",198,"2018","1.5",3,"",16,"eradication"
"1514","Lanis Beach","7/17/18",198,"2018","1.5",3,"",17,"eradication"
"1515","Lanis Beach","7/17/18",198,"2018","1.5",3,"",17,"eradication"
"1516","Lanis Beach","7/17/18",198,"2018","1.5",3,"",22,"eradication"
"1517","Lanis Beach","7/17/18",198,"2018","1.5",3,"",19,"eradication"
"1518","Lanis Beach","7/17/18",198,"2018","1.5",3,"",20,"eradication"
"1519","Lanis Beach","7/17/18",198,"2018","1.5",3,"",17,"eradication"
"1520","Lanis Beach","7/17/18",198,"2018","1.5",3,"",13,"eradication"
"1521","Lanis Beach","7/17/18",198,"2018","1.5",5,"",18,"eradication"
"1522","Lanis Beach","7/17/18",198,"2018","1.5",7,"",15,"eradication"
"1523","Lanis Beach","7/17/18",198,"2018","1.5",9,"",14,"eradication"
"1524","Lanis Beach","7/17/18",198,"2018","1.5",10,"",17,"eradication"
"1525","Lanis Boulders","7/17/18",198,"2018","",1,"",19,"eradication"
"1526","Lanis Boulders","7/17/18",198,"2018","",1,"",20,"eradication"
"1527","Lanis Boulders","7/17/18",198,"2018","",1,"",17,"eradication"
"1528","Lanis Boulders","7/17/18",198,"2018","",1,"",17,"eradication"
"1529","Lanis Boulders","7/17/18",198,"2018","",1,"",17,"eradication"
"1530","Lanis Boulders","7/17/18",198,"2018","",1,"",18,"eradication"
"1531","Lanis Boulders","7/17/18",198,"2018","",1,"",20,"eradication"
"1532","Lanis Boulders","7/17/18",198,"2018","",1,"",16,"eradication"
"1533","Lanis Boulders","7/17/18",198,"2018","",1,"",18,"eradication"
"1534","Lanis Boulders","7/17/18",198,"2018","",1,"",17,"eradication"
"1535","Lanis Boulders","7/17/18",198,"2018","",2,"",26,"eradication"
"1536","Lanis Boulders","7/17/18",198,"2018","",2,"",19,"eradication"
"1537","Lanis Boulders","7/17/18",198,"2018","",2,"",17,"eradication"
"1538","Lanis Boulders","7/17/18",198,"2018","",2,"",18,"eradication"
"1539","Lanis Boulders","7/17/18",198,"2018","",2,"",19,"eradication"
"1540","Lanis Boulders","7/17/18",198,"2018","",2,"",9,"eradication"
"1541","Lanis Boulders","7/17/18",198,"2018","",2,"",16,"eradication"
"1542","Lanis Boulders","7/17/18",198,"2018","",2,"",22,"eradication"
"1543","Lanis Boulders","7/17/18",198,"2018","",2,"",15,"eradication"
"1544","Lanis Boulders","7/17/18",198,"2018","",2,"",18,"eradication"
"1545","Lanis Boulders","7/17/18",198,"2018","",2,"",16,"eradication"
"1546","Lanis Boulders","7/17/18",198,"2018","",3,"",17,"eradication"
"1547","Lanis Boulders","7/17/18",198,"2018","",3,"",17,"eradication"
"1548","Lanis Boulders","7/17/18",198,"2018","",3,"",17,"eradication"
"1549","Lanis Boulders","7/17/18",198,"2018","",3,"",17,"eradication"
"1550","Lanis Boulders","7/17/18",198,"2018","",3,"",18,"eradication"
"1551","Lanis Boulders","7/17/18",198,"2018","",3,"",19,"eradication"
"1552","Lanis Boulders","7/17/18",198,"2018","",3,"",17,"eradication"
"1553","Lanis Boulders","7/17/18",198,"2018","",3,"",15,"eradication"
"1554","Lanis Boulders","7/17/18",198,"2018","",3,"",16,"eradication"
"1555","Lanis Boulders","7/17/18",198,"2018","",3,"",15,"eradication"
"1556","Lanis Boulders","7/17/18",198,"2018","",4,"",18,"eradication"
"1557","Lanis Boulders","7/17/18",198,"2018","",4,"",18,"eradication"
"1558","Lanis Boulders","7/17/18",198,"2018","",4,"",15,"eradication"
"1559","Lanis Boulders","7/17/18",198,"2018","",4,"",17,"eradication"
"1560","Lanis Boulders","7/17/18",198,"2018","",4,"",18,"eradication"
"1561","Lanis Boulders","7/17/18",198,"2018","",4,"",19,"eradication"
"1562","Lanis Boulders","7/17/18",198,"2018","",4,"",13,"eradication"
"1563","Lanis Boulders","7/17/18",198,"2018","",4,"",13,"eradication"
"1564","Lanis Boulders","7/17/18",198,"2018","",4,"",15,"eradication"
"1565","Lanis Boulders","7/17/18",198,"2018","",4,"",16,"eradication"
"1566","Lanis Boulders","7/17/18",198,"2018","",5,"",16,"eradication"
"1567","Lanis Boulders","7/17/18",198,"2018","",5,"",15,"eradication"
"1568","Lanis Boulders","7/17/18",198,"2018","",5,"",15,"eradication"
"1569","Lanis Boulders","7/17/18",198,"2018","",5,"",15,"eradication"
"1570","Lanis Boulders","7/17/18",198,"2018","",5,"",17,"eradication"
"1571","Lanis Boulders","7/17/18",198,"2018","",5,"",18,"eradication"
"1572","Lanis Boulders","7/17/18",198,"2018","",5,"",13,"eradication"
"1573","Lanis Boulders","7/17/18",198,"2018","",5,"",16,"eradication"
"1574","Lanis Boulders","7/17/18",198,"2018","",5,"",17,"eradication"
"1575","Lanis Boulders","7/17/18",198,"2018","",5,"",10,"eradication"
"1576","Lanis Boulders","7/17/18",198,"2018","",6,"",16,"eradication"
"1577","Lanis Boulders","7/17/18",198,"2018","",6,"",14,"eradication"
"1578","Lanis Boulders","7/17/18",198,"2018","",6,"",16,"eradication"
"1579","Lanis Boulders","7/17/18",198,"2018","",6,"",14,"eradication"
"1580","Lanis Boulders","7/17/18",198,"2018","",6,"",11,"eradication"
"1581","Lanis Boulders","7/17/18",198,"2018","",6,"",15,"eradication"
"1582","Lanis Boulders","7/17/18",198,"2018","",6,"",15,"eradication"
"1583","Lanis Boulders","7/17/18",198,"2018","",6,"",12,"eradication"
"1584","Lanis Boulders","7/17/18",198,"2018","",6,"",22,"eradication"
"1585","Lanis Boulders","7/17/18",198,"2018","",6,"",13,"eradication"
"1586","Lanis Boulders","7/17/18",198,"2018","",7,"",16,"eradication"
"1587","Lanis Boulders","7/17/18",198,"2018","",7,"",15,"eradication"
"1588","Lanis Boulders","7/17/18",198,"2018","",7,"",15,"eradication"
"1589","Lanis Boulders","7/17/18",198,"2018","",7,"",14,"eradication"
"1590","Lanis Boulders","7/17/18",198,"2018","",8,"",16,"eradication"
"1591","Lanis Boulders","7/17/18",198,"2018","",8,"",14,"eradication"
"1592","Lanis Boulders","7/17/18",198,"2018","",8,"",17,"eradication"
"1593","Lanis Boulders","7/17/18",198,"2018","",8,"",14,"eradication"
"1594","Lanis Boulders","7/17/18",198,"2018","",9,"",18,"eradication"
"1595","Lanis Boulders","7/17/18",198,"2018","",9,"",14,"eradication"
"1596","Lanis Boulders","7/17/18",198,"2018","",9,"",13,"eradication"
"1597","Lanis Boulders","7/17/18",198,"2018","",9,"",13,"eradication"
